,Business_Name,Business_Address,Business_ReviewCount,Business_Rating,Business_Photos_Count,Business_Timings,Business_Claim_status,Customer_Name,Customer_Friends_count,Customer_Reviews_count,Customer_Photos_count,Customer_Elite,Customer_Elite_Year,Customer_Rating,Customer_Review,Customer_Review_Date,Customer_Review_Uploaded_Photos,Customer_Review_Useful,Customer_Review_Funny,Customer_Review_Cool,Business_response_By,Business_response_Date,Business_Response_for_Review,Business_Response
0,Rapid Water Heaters,"10918 SE 59th StOklahoma City, OK 73150",2,4.5,,Open 24 hours,,Kris T.,114,1,0,No,0,5,The pilot went out which is very rare but the technician cam out the very next morning and said the parts could take three days but then said they were going to take one off of the other new unit just to get us water that morning. Very fast and efficient! Thank you guys for all of your help and customer service!,7/18/2020,0,0,0,0,,,,0
1,Rapid Water Heaters,"10918 SE 59th StOklahoma City, OK 73150",2,4.5,,Open 24 hours,,Rick R.,0,3,0,No,0,4,"Lady called back quickly.  Talked over me and did not listen to what I had to say.  I asked if I could talk and she was very rude so I said I was no longer interested.  Could have been a customer if she had listened to what I wanted instead of telling me what I want.Edit:Owner did call me back later and apologized and offered to help me with anything I needed.  I have already hired someone else, but appreciate him reaching out.  Adding stars to the review since I believe he would ensure any work done would be right.",10/2/2019,First,0,0,0,,,,0
0,Grooms Irrigation,"1400 E Hefner RdOklahoma City, OK 73131",3,5,,8:00 AM - 5:00 PM,Claimed,Alston I.,36,78,39,No,0,5,These folks at GROOMS are on top of the sprinkler business. My system froze and cracked. GROOMS came and repaired the system to work better than when it was new. My choice of a reputable lawn sprinkler system company is GROOMS.,2/27/2021,3,2,0,2,,,,0
1,Grooms Irrigation,"1400 E Hefner RdOklahoma City, OK 73131",3,5,,8:00 AM - 5:00 PM,Claimed,K. M.,0,18,18,No,0,5,Great service.  Ellen is so helpful and super nice.  Totally recommend this place to everyone.  Have used them several times and have always been very happy!!,10/28/2017,0,0,0,0,,,,0
2,Grooms Irrigation,"1400 E Hefner RdOklahoma City, OK 73131",3,5,,8:00 AM - 5:00 PM,Claimed,John B.,0,27,0,No,0,5,I've used Groom's Irrigation for years when it comes to sprinkler tune ups. They always impressed me by taking care of my existing problem and then showing me how to take care of my own issues. After bad luck with another local contractor I was in dire need of help and noticed Groom's had a Landscape service so I gave them a call. They sent a young lady out to survey my needs and give me some ideas. A couple of days later she emailed a quote. I went over it with my wife and emailed her back to put us on her schedule. In a couple of weeks she called and said they would be there Friday. Three workers showed up about 9a four counting her. Replaced a dying bush and reworked my problem area to a useable area any home owner would be proud to show anyone. No monkey business on the price or materials. Very professional. The next time I need ideas or Landscape work done I know who to call now.Ask for Shelly.,7/7/2017,First,0,0,0,,,,0
0,Buddy's Plumbing,"5004 South High AveOklahoma City, OK 73129",7,3,,Open 24 hours,Claimed,Kristian W.,0,5,0,No,0,5,"This team is the Real Deal, and Buddy knew how to get the job done. Also, I worked with Malila over the phone and she answered all of our questions. She made sure the excavation team had all the information needed to finish the job on time! Thank you for all your hard work. Kristian Woods",2/8/2019,0,0,1,0,,,,0
1,Buddy's Plumbing,"5004 South High AveOklahoma City, OK 73129",7,3,,Open 24 hours,Claimed,Pannell D.,0,1,0,No,0,5,"We use Buddy's for our Restaurant support business as well as our private home. They are respectful, responsible and responsive....bought the 2 plumbers their lunch today because of how fast/clean and courteous they were!",12/5/2019,0,0,0,0,,,,0
2,Buddy's Plumbing,"5004 South High AveOklahoma City, OK 73129",7,3,,Open 24 hours,Claimed,Chade N.,105,3,0,No,0,5,"Honest, ethical, hardworking and excellent work. Everyone was exceptional including Buddy, the individuals doing the work and the office staff that followed up to make sure we were happy! We had several issues and they did exactly what they proposed with no surprise expenses. We are most thankful for how we were taken care of, the time they took to walk us through the challenges and the quality of worked performed!! Highly recommend!",9/25/2017,0,0,0,0,,,,0
3,Buddy's Plumbing,"5004 South High AveOklahoma City, OK 73129",7,3,,Open 24 hours,Claimed,Kristi K.,17,10,4,No,0,4,"called on Sunday they were out first thing Monday morning. Friendly, efficient. and price was fair.",5/9/2016,0,0,0,0,Business Manager,4/19/2017,Thank you so much for your positive feedback! We are glad we could help you!,1
4,Buddy's Plumbing,"5004 South High AveOklahoma City, OK 73129",7,3,,Open 24 hours,Claimed,Erick S.,0,1,0,No,0,1,"DO NOT USE! They charged over $250 to stop a leaky outdoor faucet, all the guy did was change a washer. It didn't even take him ten minutes. Called their main office to complain about what their serviceman charged and was told if I don't like their prices that I should have called a different company.We will never use them again.",2/21/2014,First,0,0,0,,,,0
5,Buddy's Plumbing,"5004 South High AveOklahoma City, OK 73129",7,3,,Open 24 hours,Claimed,Elle V.,51,2,0,No,0,1,"Stay away from this company. Just wanted an estimate for a sewer pipe clean out. He was there for MAYBE 10 minutes tops. Was not told there would be any kind fee. Was charged $85 just for him to tell us what it would cost......we told him we thought it was a free estimate, so he kindly agreed to not have us pay. He said he would ""deal with his brother."" The brother quickly called me and started to threaten me. Saying, ""if you think this is a game, I'll show you games!"" Honestly, I was afraid so I hung up. He called four more times from an Unknown number. I never answered.  Is this the kind of person you want to deal with??",4/4/2014,0,2,0,0,,,,0
6,Buddy's Plumbing,"5004 South High AveOklahoma City, OK 73129",7,3,,Open 24 hours,Claimed,Jon O.,0,1,0,No,0,1,"Not worth the money & trouble. I had a broken/frozen pipe outside, and he was fairly quick to respond after contacting him. He charged $150 just to come out and look at the broken pipe and then changed me $475 on top of that to change out two simple PVC pipes (couldn't use more than $10 in parts). Total time at my house was no more than 45 mins, and charged me over $600. The next day I went outside to put a heating tape on the newly ""fixed"" pipe and noticed a small leak around the same area that he claimed was ""fixed"", so I called him back and he told me he would see what he can do about sending someone out that day... I could tell I wasn't a priority on his list because I hadn't heard back from him in over 3 hours so I decided to call him back and get a status, and he told me that it was going to have to wait until tomorrow at 9am.... After a bit of arguing, I told him to call when he arrived since no one will be at the house when he arrives since we both work during the day. He finally called me at 1100 (2 hours late) and told me that he missed a crack in the copper fitting and it would be an additional $250 to fix it. I told him to pound sand and put everything back together. I called another plumber and came and fixed his mistake for $150 total (included $100 brass fitting). Bottom line, this guy is a major price gouger and doesn't do good work in the long run. Go with someone else. I wish I read the google reviews prior to calling him to identify the trend of ""over priced"".",3/23/2014,0,3,0,0,,,,0
0,Arrow Water Well Service,"Piedmont, OK 73078",1,5,,Open 24 hours,,Kassidi M.,121,3,1,No,0,5,They are an amazing family-owned business who were professional and prompt and so so helpful!,11/13/2020,First,0,0,0,,,,0
0,All Care Plumbing Services,"12817 S Luther RdOklahoma City, OK 74857",2,5,,Open 24 hours,,Nicholas M.,0,1,0,No,0,5,"Great business and would recommend every time.  Problem was water spraying behind wall, under sink in bathroom.  Justin came over even though he was going home for the day.  He talked me through all the options available and we decided on the easiest and cut a small hole.  Cracked pipe/tube was found and fixed.  Could have been really expensive, but thanks to Justin's expertise the problem was found, fixed, and he was on his way in 45 mins.",8/12/2019,0,0,0,0,,,,0
1,All Care Plumbing Services,"12817 S Luther RdOklahoma City, OK 74857",2,5,,Open 24 hours,,Malena O.,0,1,0,No,0,5,"Wednesday night I walked into my youngest daughter's room and heard a strange noise. I pinpointed it to the wall, close to the house exterior, that runs between my daughter's rooms. It sounded like running water in the wall. The outside faucet runs right into this space, so I went outside, but there was no leaking water. I felt the walls and the carpet, but nothing was wet. I called my mom, my go-to Miss Fix It, and she said we'd look at it. Yesterday, I walked into my oldest daughter's room and it had a very musty smell. I checked my mail and the water bill was in it. My water bill was over double the usual, so I called the water company and they told me my water was running 24/7 so either my toilets were running or I had a leak somewhere. That's when I panicked and called my mom again. She said to shut the water main off and we would have to cut into the sheetrock to find the leak. I marked the studs with my heavy duty magnets and my mom came over and cut the sheetrock. The bottom of the insulation was damp, but when I turned the water back on, the leak was below the area; it was a slab leak.  I had to keep the water turned off while my mom and I received multiple plumber recommendations. I walked into my oldest's room this morning and the smell was gone.  My mom called me and told me Justin, owner and operator of All Care Plumbing, was coming by to quote me. In the meantime, I called other recommendations, but they were currently busy or I left a message.  Trades, such as plumbing and electric, are in high demand, in case you didn't know.  Justin was at my house within the hour. He was very professional and gave me a straightforward, honest answer. It was difficult to quote because no one could be 100% sure where the leak was or any damage caused until he could see, but he thought the leak was also where we thought it was. His charge is $95 an hour plus parts, regardless of it being a slab leak, which is HUGE considering many might charge me upwards of $500, at a minimum, by the mention of slab leak. I told him I was getting other quotes, which he also encouraged me to do. He left and I called my mom again to get her opinion. I hadn't heard back from anyone else yet, it's Friday, I wanted to take a shower, Justin said he could do it today or first thing in the morning and I got good vibes from him (you know me ). Mom and I agreed to call him back. He had a couple other jobs to do, but was back within 2 hours. He was able to make a relatively small hole in the concrete, found the 2 LEAKS in my tubing right where we thought it was, replaced the tubing, replaced my outside faucet upon asking (it's given me problems before and he was already right there in the wall) and poured the concrete to fix the floor. All within 2 HOURS! I'll mention he also had a helper who was also very professional and polite, but I didn't catch his name. The entire slab leak fix cost $260.....yes, you read that right. I am SO grateful for All Care Plumbing, not to mention for my mom.  I HIGHLY recommend this company for any plumbing needs that may arise! When I get my real estate license, this company will be my go-to for plumbing. Thank you Justin and company!",7/12/2019,First,0,0,0,,,,0
0,A Amac's Plumbing & Rooter Service Expert Sewer & Drain Cleaning,"5801 NW 122nd StOklahoma City, OK 73142",6,4.5,,Open 24 hours,Claimed,Jennifer W.,2,3,0,No,0,5,Extremely friendly and fast! We had an emergency (or at least to us it was) And they made it a priority to get to our house as quickly as possible and had us as good as new! Prices were extremely reasonable! Will use them for all our plumbing needs here on out! Thank you!,3/13/2021,0,0,0,0,,,,0
1,A Amac's Plumbing & Rooter Service Expert Sewer & Drain Cleaning,"5801 NW 122nd StOklahoma City, OK 73142",6,4.5,,Open 24 hours,Claimed,Beau B.,29,31,0,No,0,2,"I'm leaving two stars up because the first experience I had with this company was so good I don't think my experience yesterday invalidates it. They were the first people I called a couple days ago with a water leak problem I was having. The lady I spoke with just seemed like she was having an off day or something, kind of impatient. I thought we had a pipe leaking in the wall (it turned out to be something different) and after going over my details briefly she just flat out said ""I don't have anybody to help you with that"". Their website lists plumbing and leak detection, this didn't seem to be outside the scope of a normal plumbing job. I was kind of at a loss for words, it was bizarre. No explanation, no reason given just ""we can't do it"". Then she hung up. Tried calling back for a little clarification, went to voicemail. Didn't bother with a message and won't bother calling them again. It's pretty lousy because I believe the people actually doing the work are very good, like I said this was the first place I called. Too bad that a lady at a desk can ruin any chance of future business for them.",6/17/2020Updated review,0,0,0,0,Business Owner,7/6/2020,Thank you for your review of our company past and present. We were swamped with calls at the time of your call in and your leak sounded like an emergency to our receptionist. We had no plumbers available to serve you for an emergency leak in the wall/slab that day or within a reasonable time frame. We do appreciate you giving us a chance though. Thank you and stay safe!!,1
2,A Amac's Plumbing & Rooter Service Expert Sewer & Drain Cleaning,"5801 NW 122nd StOklahoma City, OK 73142",6,4.5,,Open 24 hours,Claimed,Michelle W.,7,17,6,No,0,5,Prompt friendly service and a knowledgeable staff. I highly recommend their drain cleaning service.,1/18/2020,0,3,0,0,,,,0
3,A Amac's Plumbing & Rooter Service Expert Sewer & Drain Cleaning,"5801 NW 122nd StOklahoma City, OK 73142",6,4.5,,Open 24 hours,Claimed,Angie O.,3,15,2,No,0,5,These guys are great. My hot water tank went out on a Sunday afternoon. These guys showed up quickly and looked and acted so professional. I appreciated the way they took care of the problem. I would highly recommend this company,7/7/2019,0,2,0,1,,,,0
4,A Amac's Plumbing & Rooter Service Expert Sewer & Drain Cleaning,"5801 NW 122nd StOklahoma City, OK 73142",6,4.5,,Open 24 hours,Claimed,Sten M.,1,3,0,No,0,5,"Prompt service, helpful and pleasant staff. Got my main drain cleaned quickly and easily.",6/15/2019,0,2,0,1,,,,0
5,A Amac's Plumbing & Rooter Service Expert Sewer & Drain Cleaning,"5801 NW 122nd StOklahoma City, OK 73142",6,4.5,,Open 24 hours,Claimed,Christine C.,0,2,0,No,0,5,These guys are the best! Robert and Skylar did a great job not only handling our plumbing problem but educating me on some great preventative tips. I would highly recommend them as they are experienced and efficient. Hands down good people to do business with!!!!,4/29/2019,0,0,0,0,,,,0
0,Airco Service,"14801 Santa Fe CrossingOklahoma City, OK 73013",11,3.5,,Open 24 hours,Claimed,Yvonne S.,0,1,0,No,0,5,"I called late Saturday afternoon with a furnace problem and Duane was at my house early Sunday morning to fix the problem.  The timing was perfect as we are expecting an Arctic cold front to move in tonight.  Duane was amazing, very professional, knowledgeable and thorough assessing the problem.  He took the time to explain how our furnace worked, as it is 33 years old and no longer available.  He even explained what caused the problem and showed me how to fix it myself if it happens again.  At no time did he even mention buying a new unit. I was also pleased he was wearing a mask and followed Covid-19 precautions.  I will definitely call them again and request Duane.  I'd give him 10 stars if I could.",10/25/2020,0,0,0,0,,,,0
1,Airco Service,"14801 Santa Fe CrossingOklahoma City, OK 73013",11,3.5,,Open 24 hours,Claimed,Rusty P.,0,1,0,No,0,1,"I purchased a maintenance agreement last year.  When they came out for my heating unit maintenance the guy(a) who they sent was obviously looking to sell me a new unit rather than service my existing unit.  He (a) fumbled around for a while, not really doing anything then he came in and said that he couldn't do the maintenance.   He called another guy(b), (the salesman) to come over and pitch me.  While waiting on this other guy(b) to arrive, he(a) went to my unit and disconnected the natural gas and unplugged the unit.  Then he(a) came and told me he was going to have to shut it down for a carbon monoxide leak.  The other guy(b) arrived to backup his(a) decision and then pressure me into buying another unit.  I advised them both that I was not interested in a new unit.  They kept hemming and hawing around, I guess trying to figure out why their well planned sales pitch wasn't working on me.  Finally, I told them ""I'll walk you to the door"" and had to get behind them and move them to the door.  LOL, I guess they just liked being around me and didn't want to leave (sarcasm).  By the way, I have a carbon monoxide alarm (new) and it had not gone off.  I called and reported the incident and asked for a refund...(yeah, right).  Several days later the office lady called back and said they don't do refunds but would work something out on a new unit.  I happily told her I had already purchased a new unit.  LOL, but still ""NoRefund.""",3/5/2021,0,1,0,0,,,,0
2,Airco Service,"14801 Santa Fe CrossingOklahoma City, OK 73013",11,3.5,,Open 24 hours,Claimed,Richard C.,67,218,247,Yes,'2021,5,"Blake was awesome, as was the entire experience. Came out in a Saturday, quote was actually a little more than what we ended up paying. Very professional and a great overall experience. Thanks AirCo",9/28/2019,0,2,1,1,,,,0
3,Airco Service,"14801 Santa Fe CrossingOklahoma City, OK 73013",11,3.5,,Open 24 hours,Claimed,Adrienne K.,17,1,0,No,0,2,"Our furnace stopped working and we called Airco for help. Repairman said that the control board was bad and that it would need to be replaced. He then spent most of his time trying to convince me to replace the whole system, rather than fixing it. Our system isn't new, but it isn't exactly old and falling apart, either. We've had very few issues with it but he didn't want to hear this at all. Despite my repeatedly stating that this was the only major problem we've had and finally stating that a new system was just not going to be in our budget for at least a few more years, he continued to fearmonger that it was probably not just the control board and that we really need to just replace the whole system. What he based this on, I have no idea. We agreed to just do the control board replacement and were given a quote of over $600. The reason for this price, we were told, was the high cost of the part. I did a quick search on my own and found a brand new control board for $50 on Amazon from a 5-star marketplace seller. I then declined service from Airco, paid for the estimate and resolved to fix the furnace myself. We ended up installing the part ourselves in a little under 30 minutes and now the system is working perfectly, with no other issues at all. Total cost - $79 for the diagnosis, $50 for the part, 30 minutes of effort. Unbelievable that anyone would think it acceptable to charge over $600 for that service. I realize the cost of labor is high, but come on!Never, ever, ever calling this company again. They are far more interested in selling new systems than in servicing older ones. For the record - our heating system is 16 years old and is a model that typically lasts 20-30 years, with proper maintenance, which ours gets.Update: Austin from AirCo called me after seeing this review to attempt to harass me into taking this review down. He was very condescending and would not address the issue of the inflated repair estimate, just deflected over and over again to the supposed poor condition of the unit.",12/8/2019,0,3,0,0,,,,0
4,Airco Service,"14801 Santa Fe CrossingOklahoma City, OK 73013",11,3.5,,Open 24 hours,Claimed,Patrick W.,122,450,18,Yes,'2021,5,"Airco installed and has serviced our air conditioner and furnace since 2013 and have been nothing short of AMAZING! They come out twice a year to perform routine maintenance and make sure everything is in tip top shape. I'd like to give a special thanks to Keith V. He is always kind and very thorough when he comes out to perform the required maintenance on our air conditioner/furnace. I don't usually write reviews for service companies, but after 4 years of exceptional service, I thought it was time to give some love to Airco. I'm definitely happy to rely on them for all of my air conditioner and furnace needs.",3/11/2017,0,3,0,1,,,,0
5,Airco Service,"14801 Santa Fe CrossingOklahoma City, OK 73013",11,3.5,,Open 24 hours,Claimed,Dan C.,0,71,4,No,0,1,"My wife called me during the day telling me that water was coming from the closet that houses our hot water tank.  Based on what my wife described seemed like a hot water heater issue.  Called Airco and they sent out a salesman/ estimator.  He looked at the situation and emailed me a quote for a $3100 hot water replacement.  Seemed a little high so I called a plumber I had used in the past for a quote and assessment.   He determined the hot water heater didn't need to be replaced. We had a clogged up sewer line and suggested a contractor that specializes in that area.   For $140 the problem was solvedThese plumbers that send out salesman/estimator are not qualified to assess the problem and are not capable of making the repairs.   Just trying to make buck.Response to Austin B.    I called, not my wife to have someone look at the leak I. The closet that houses our hot water tank.    When you employee called me I didn't know what the situation was and didn't know he wouldn't be able to determine if it was repairable or if the tank needed to be replaced.   If as you say in your response it was something that could be repaired, why didn't your estimator also suggest we schedule a service call to have the repairs maybe     He told my wife that due to sediment build up he suggested the tank to be replaced.  I asked the cost and sent the quote.   He was trying to sell a tank !!  If it was something that he wasn't able to determine the correct solution he should have called for help !!   Why would I want a quote for a new tank if a service call would have solved the problem.  As I mentioned above the problem was solved not by repairs to the tank but by having our line cleared.   I will continue to warn others and tell them about my experience with your company",12/19/2018,0,2,1,0,Business Owner,12/21/2018,"Mr. Chavez,On December 17th, 2018 our office received a call from your wife requesting an estimate to replace your Hot Water Tank. Before coming out to your house, our estimator gave you a courtesy call to let you know he was heading your way and verify that you wanted a quote to replace your Hot Water Tank. You informed him that you wanted to know why your Hot Water Tank was leaking. Our estimator advised you to have a service plumber come out to diagnose and repair the leak, which he offered to set up for you. You declined to have a service plumber come out and instead requested our estimator to come to look at the leak as part of the free estimate on the Hot Water Tank. He determined that the leak was not coming from the Hot Water Tank, but instead was coming from the pressure relief drain that connects to the Hot Water Tank. He found the pressure relief valve went off and dumped the water into that drain causing the drain to back up. At your request, our estimator emailed you a quote to replace the Hot Water Tank. The Hot Water Tank estimate was free, and we did not charge you for coming out to inspect the leak. When a customer requests an estimate for replacing a Hot Water Tank, we send out an estimator. For a plumbing service issue including a leaking Hot Water Tank, we would have sent out a service plumber. If you have any questions about you estimate or anything else, please let us know.",1
6,Airco Service,"14801 Santa Fe CrossingOklahoma City, OK 73013",11,3.5,,Open 24 hours,Claimed,S S.,158,44,7,No,0,5,"From the estimate to installment our team from Airco was amazing! Drake walked us through each part of the estimate and gave us an idea of what we needed! He was never pushy or made us feel pressured! He was very personable and even answered questions we had after normal business hours! He is one of the best! He is very dedicated in making your experience and home both full of comfort! (Make sure you ask for Drake) Our installment was schedule very quickly, which thank goodness because it's starting to get hot outside! The team showed up properly and we very professional! They worked very hard on both days they were installing, the heat was hard on them all! I was so happy with the service they did for us! Even with little problems that came up they were quick to find a solution! I even had an emergency and had to leave the house for a few hours and I trusted the team completely to leave them alone in the house. Casey was our service pro and he stayed and worked hard after hours to make sure the job was done right! They spent a good amount of time explaining how everything worked and I was glad to know it all! Drake followed up the next day to see how we were enjoying our new cool house! They treated us wonderfully! Ac are super expensive now days, I strongly recommend going with a bigger company that has a great rep! The warranties and products speak for themselves! I know I rather have a name brand Lennox brand with 10 year warranty then some off brand that only has a 1 year warranty! We had cheaper bids but at the end of the day we know we made the right decision. Our new system will last us a long time. We look forward to Airco coming out and servicing our unit for free!  You get what you pay for, so make sure to do it right! They even have 0 percent financing for 60 months! This made our decision easy! Thank you Drake! Thank you Casey and your team! And thank you Airco for making us a happy comfortable home again!",6/14/2017,0,2,1,1,,,,0
7,Airco Service,"14801 Santa Fe CrossingOklahoma City, OK 73013",11,3.5,,Open 24 hours,Claimed,Tyler W.,0,3,0,No,0,5,"I simply cannot say enough good things about this company! After having done such a great job putting in my HVAC unit in 2016, I have since called them for plumbing service. They have consistently delivered excellent service, backed up by old-fashioned good-hearted work ethic, and I would recommend them to any family or friend or stranger that needs help with HVAC or plumbing.Recently, I had a stoppage in my sewer, and over the years I have called many companies to snake it out and clear it; but the problem always came back. When I called Airco, these guys stuck with the problem until it was resolved, and stood behind their work. They were courteous, thorough, and efficient, and I will definitely call them whenever I need plumbing services in the future.",2/19/2018Updated review,0,1,1,0,,,,0
8,Airco Service,"14801 Santa Fe CrossingOklahoma City, OK 73013",11,3.5,,Open 24 hours,Claimed,Carolyn I.,28,10,0,No,0,5,I had a problem with my air condition and they came out to fix it and also offered to clean it for me for no extra charge. I would recommend them to anyone.,7/1/2015,0,3,0,0,,,,0
9,Airco Service,"14801 Santa Fe CrossingOklahoma City, OK 73013",11,3.5,,Open 24 hours,Claimed,Max K.,0,3,0,No,0,1,I have used this company a few times the last time they could not clear the drain sent roto rotter and they cleared it right away.  I gave them another chance sent them a job they committed to servicing same day they then said they could not service to the next afternoon.  on the afternoon of service the called and send it will cost $320 just to go to the job and now job is scheduled for Friday afternoon.  DO NOT USE THIS COMPANY they are not reliable.,7/19/2017,0,1,0,0,,,,0
0,OKC Drainworks,"Oklahoma City, OK 73130",1,5,,Open 24 hours,Claimed,Liz K.,118,3,0,No,0,5,"OKC Drainworks was the only company that contacted me back on a Sunday. Jason provided a quote and answered ALL of my questions and concerns, prior to scheduling. Top notch customer service!",10/6/2020,First,0,0,0,,,,0
0,Tipton's Plumbing,"504 Rock PlMoore, OK 73160",16,2,,Open 24 hours,Claimed,Sarah I.,0,3,0,No,0,5,"Quick-fast service. Very polite and thorough. We had an urgent issue to take care of. We had a different plumber and company come to our home 2 days prior. The previous company treated the visit as a consultation and did not investigate thoroughly. Two days later the issue became more urgent.    First, spoke to Zach who directly asked for location. Due to our issue and concern, he treated the issue urgently, as needed, and dispatched a plumber to be at our home within a two hour window. He offered to call back when they were on their way.    Luis was dispatched to our house. He was calm, listened to all our concerns (even though you could tell his expertise immediately knew what the problem was). He diagnosed and fixed the issue. Before leaving he answered our questions, gave some education on what could have caused it, ideas to maintain, etc.   I just wish I had found their company via Yelp before the previous plumbing company. It would have saved is a $90 fee from the other company which did not finish the job.    Luis was thorough, patient and professional. We really appreciate Tipton Plumbing! We would highly recommend them!",3/18/2021,0,0,0,0,,,,0
1,Tipton's Plumbing,"504 Rock PlMoore, OK 73160",16,2,,Open 24 hours,Claimed,Dave C.,1,42,0,No,0,1,NEVER USE THEM.  My experience and those after show this guy is an a hole.   Never use this plumber ever please!!,3/18/2021Updated review,0,0,0,0,,,,0
2,Tipton's Plumbing,"504 Rock PlMoore, OK 73160",16,2,,Open 24 hours,Claimed,Kat. M.,0,1,0,No,0,1,I wish I could post no stars. We called them this morning to hire them to unclog a drain which is easily done by snaking it as we have had to have it done before and takes about 30 minutes to do. They told us they would be at our house between 2-4 pm. We waited until after 4 pm and yet they never showed or called. My husband called them to check on the matter. They man on the phone said he would call the guy that was supposed to come to our house to see what the hold up was then call us back in 10 minutes. Again we waited. 20 minutes later my husband called them and got told that they wouldn't be able to come until Monday. It is Friday. My husband explained that we needed some one today because we couldn't use anything do to the drain being clogged and it all backing up in to the shower. He told my husband he would call us back. We he did call us back suddenly he is telling us it will be $300 dollars for the job since it would be considered after hours. When we asked why we had to pay after hours prices for a job that was scheduled during hours. He got nasty with my husband saying we were being rude and hung up on us. Leaving us screwed because everything else around us closed as 5. If they couldn't do that job they should have said so. We could have gotten some one else. There was no reason to screw us around and cause us to be stuck with this issue. No one should be forced to pay after hour prices for a job that was agreed on to be done during hours if they are not the reason it could not be done during those hours.,3/5/2021,0,0,0,0,,,,0
3,Tipton's Plumbing,"504 Rock PlMoore, OK 73160",16,2,,Open 24 hours,Claimed,Lao S.,0,9,0,No,0,1,"Called for a quote, guy blatantly made fun of me on the line for asking for clarification.He said there was a minimum fee and then they'd come up with a price later. When I asked how much he thought it would be for our specific needs, he said he'd give me three prices. He then repeated the same vague answer three times in his patronizing, verbatim drone and continued to say everything in the same repetitive way. I might have felt belittled by someone of 'superior intelligence' but the guy couldn't even pronounce Nikon right.It's a relief to see I'm not the only one who is of the same opinion. Their family company claim just means that the worst people stay hired.",4/5/2019,0,9,2,2,Business Owner,4/5/2019,"This guy Lao call harassing me and my company,would not accept the answers I give him. Many lies in his story here. He is not hard of hearing and as always Tiptons Plumbing explains the service fee plus the cost of any work or repairs. Lao would not accept that we charge a sevice fee,and demanded we give a price over phone.     You can always count on Tiptons Plumbing and Sewer for your Service Provider!! Sincerely Tiptons Plumbing office 405.703.2700",1
4,Tipton's Plumbing,"504 Rock PlMoore, OK 73160",16,2,,Open 24 hours,Claimed,Jeremiah M.,0,1,0,No,0,1,"This company is TOTALLY ridiculoIus. I called them needing some lines capped and told them the reason I was calling was due to a bid that was too high from another plumber. They sent a tech out and quoted me a $450 quote to cap a few lines! Tech admitted it would be less than an hours work! But that ""we quote by the job""!!! Quote came from the owner, not the tech, who was really great. It is just sad to me that people would use a time like this to try and take advantage of others. Many thumbs down.",3/19/2020,0,2,0,0,,,,0
5,Tipton's Plumbing,"504 Rock PlMoore, OK 73160",16,2,,Open 24 hours,Claimed,Raisa F.,0,11,0,No,0,1,"If I could give this place 0 stars I would. I wouldn't even consider this place a ""business"". The owner was RACIST and RUDE. He charged us $600 for attempting to fix the tub. He couldn't even get it fixed. He said very racist remarks telling us to go back to Mexico without even knowing if we were U.S citizens or not. I would NEVER recommend this place to anyone.",1/15/2020,0,8,1,0,,,,0
6,Tipton's Plumbing,"504 Rock PlMoore, OK 73160",16,2,,Open 24 hours,Claimed,Danel G.,35,2,3,No,0,1,"An elderly couple with two little girls with their parents out of town and school the next day. $1411.53 labor to install a hot water heater under warranty. We feel they charged it simply because they could. We have reached out the owner and he told us if we didn't like it to get an attorney. As a small business owner myself, I have never before left a negative review. I know how damaging it can be. Yet, as that same owner, I cannot sit silently and not call this company out for its' borderline 'predatory' conduct. There are many great plumbing companies who work hard to make an honest living. This company is a big problem.",6/2/2017,2,0,0,0,,,,0
7,Tipton's Plumbing,"504 Rock PlMoore, OK 73160",16,2,,Open 24 hours,Claimed,Kim N.,68,150,4,No,0,1,"The owner sent me a racist message saying that he hopes I'm an America and can prove it just because I updated my review because a yelper asked me if my plumbing problem was fixed by Andy's plumbing still works. I updated my review to say yes. Then Tipton plumbing (owner sent that racist remark to me when i am a United States citizen) just because he did a bad job doesn't give him the right to  attack me with a racist remarks. He didn't fix my problem, over charged me and I had to use someone else so the problem is his plumbing skills and he quoted me 4,000ish to fix a sewer line which that wasn't the problem. I paid Andy's 145 and it's been working ever since for the last 3 years. He can't fix the plumbing don't attack me with racist remarks....oh check out tiptons google reviews because most of them said the same thing that he overcharges and doesn't do the job right. I wish I read it before I used him.",7/3/2018Updated review,0,10,2,0,,,,0
8,Tipton's Plumbing,"504 Rock PlMoore, OK 73160",16,2,,Open 24 hours,Claimed,Jason S.,0,1,0,No,0,1,"This is the one of the more unprofessional businesses I've called in the OKC area.  He is condescending and rude, for a guy in his position, particularly.",4/17/2019,0,6,1,0,,,,0
9,Tipton's Plumbing,"504 Rock PlMoore, OK 73160",16,2,,Open 24 hours,Claimed,Daniel C.,21,6,0,No,0,5,Quick service and very polite guys.  Fixed everything quick.  Had several issues that plumbers before only fixed half way.  When his crew came out they checked everything and fixed al the problems.,5/14/2018,0,1,0,0,,,,0
0,Kirkland Plumbing Service,"406 Showalter DrMidwest City, OK 73110",1,1,,8:00 AM - 5:00 PM,,Ryan D.,48,1,0,No,0,1,Didn't fix the problem. Had it happen a month later again. Better plumber came out and showed why we had a sewage back up and how he was going to fix it. Kirklands doesn't have good expertise or experience. Don't waste your money.,5/15/2017,First,0,0,0,,,,0
